title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
Cruel Summer,"Young Autism sufferer Danny enjoys the serenity and solitude of camping. Thats all about to change when enraged teens Nicholas, Calvin and Julia find him, each with their own agenda for wanting to see Danny suffer.","Phillip Escott, Craig Newman","Danny Miller, Reece Douglas, Natalie Martins, Gary Knowles",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Psychopaths,Several psychopaths wreak havoc over the course of a violent night.,Mickey Keating,"Ashley Bell, Jamie Ann Burke, Larry Fessenden, Ross Francis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seoul Station,Several groups of people try to survive a zombie pandemic that unleashes itself in downtown Seoul.,Sangho Yeon,"Seungryong Ryu, Franciska Friede, Joon Lee, Sanghee Lee",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fear, Inc.",A horror junkie and his friends sign up with a company that brings their customers greatest fears to life.,Vincent Masciale,"Lucas Neff, Caitlin Stasey, Chris Marquette, Stephanie Drake",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lumberjack Man,"As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims.",Josh Bear,"Michael Madsen, Ciara Flynn, Jarrett King, Brina Palencia",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Country,"When a man accidentally kills his brother with an ax, his fiancée is determined not to let even murder stand in the way of their happiness.",Peter Wellington,"Malin Akerman, Tyler Labine, Lucy Punch, Dan Petronijevic",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wer,"A defense attorney begins to suspect that there might be more to her client, who is charged with the murders of a vacationing family, than meets the eye.",William Brent Bell,"AJ Cook, Sebastian Roché, Corneliu Ulici, Vik Sahay",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bound to Vengeance,"A young girl, chained in the basement of a sexual predator, escapes and turns the tables on her captor.",José Manuel Cravioto,"Tina Ivlev, Richard Tyson, Bianca Malinowski, Kristoffer Kjornes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nekromantik 2,"A female nurse desperately tries to hide her feelings of necrophilia from her new boyfriend, but still has pieces of the corpse of the first movies hero in her possession.",Jörg Buttgereit,"Monika M, Mark Reeder, Lena Braun, Jörg Buttgereit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf Creek 2,"The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serialkilling pighunter Mick Taylor.",Greg McLean,"John Jarratt, Ryan Corr, Shannon Ashlyn, Philippe Klaus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Range 15,"A group of veterans wake up after a night of partying to find out that the zombie apocalypse has spread across the United States. Together, they must fight their way across the country in order to find a cure for the outbreak and restore freedom before its too late.",Ross Patterson,"Sean Astin, Danny Trejo, Keith David, William Shatner",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hollow One,"While searching for her missing father, an emotionally damaged woman confronts her tragic past and a shadowy figure with sinister intentions.",Nathan Hendrickson,"Kate Alden, Jesse James, Chelsea Farthing, Tony Doupe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Preservation,"An anesthesiologist must awaken her animal instincts when she, her husband and her brotherinlaw become the quarry of unseen hunters who want to turn them all into trophies.",Christopher Denham,"Wrenn Schmidt, Pablo Schreiber, Aaron Staton, Cody Saintgnue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fresh Meat,A dysfunctional gang of criminals takes a middle class Maori family hostage and discovers too late that they are cannibals.,Danny Mulheron,"Temuera Morrison, Kate Elliott, Hanna Tevita, Nicola Kawana",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burning Bright,A thriller centered on a young woman and her autistic little brother who are trapped in a house with a ravenous tiger during a hurricane.,Carlos Brooks,"Briana Evigan, Charlie Tahan, Garret Dillahunt, Meat Loaf",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nocturne,A girl running from her past is forced to confront her future when her friends perform an impromptu seance. Dirty secrets are revealed and an uninvited guest joins the party.,Stephen Shimek,"Clare Niederpruem, Hailey Nebeker, Melanie Stone, Darien Willardson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Canal,A depressed and stressed film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900s.,Ivan Kavanagh,"Rupert Evans, Antonia CampbellHughes, Hannah Hoekstra, Kelly Byrne",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Camera Obscura,"A veteran war photographer with PTSD sees imminent deaths in his developed photos, questioning his already fragile sanity and putting the lives of those he loves in danger.",Aaron B Koontz,"Christopher Denham, Nadja Bobyleva, Catherine Curtin, Chase Williamson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frankenstein,A married couple of scientists create a modernday monster.,Bernard Rose,"Xavier Samuel, CarrieAnne Moss, Danny Huston, Matthew Jacobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Diabolical,"A single mother, and her children, are awoken nightly by an intense presence. She asks her scientist boyfriend to destroy the violent spirit, that paranormal experts are too frightened to take on.",Alistair Legrand,"Ali Larter, Arjun Gupta, Max Rose, Chloe Perrin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Exeter,A group of teenagers accidentally release an evil spirit that starts to possess them one by one.,Marcus Nispel,"Stephen Lang, Kevin Chapman, Kelly Blatz, Brittany Curran",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Berserk: The Golden Age Arc III - The Advent,A year has passed since Guts parted ways with Griffith. The Band of the Hawks is plotting a rescue mission to save Griffith who is confined to prison.,Toshiyuki Kubooka,"Marc Diraison, Hiroaki Iwanaga, Carrie Keranen, Takahiro Sakurai",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Starve,"While researching an urban legend on feral children, three friends find themselves trapped in an abandoned high school, where they are confronted with an evil more sinister than the legend itself.",Griff Furst,"Mariah Bonner, Bobby Campo, Catherine Cappiello, Dave Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dead Before Dawn 3D,"A group of college kids accidentally create, and then unleash, a curse that makes anyone they come into contact with kill themselves and then turn into zombie demons.",April Mullen,"Devon Bostick, Martha MacIsaac, Christopher Lloyd, Brandon Jay McLaren",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circus Kane,"A reclusive circus master invites a group of social media stars to his house of haunts. Anyone who can make it out before being scared into submission will earn $250,000  but the stars soon learn they are not only competing for money, but also fighting for their lives.",Christopher Ray,"Jonathan Lipnicki, Tim Abell, Richard Moll, Mark Christopher Lawrence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockingbird,A couple are given a camera and a set of instructions which they must follow or else someone will die.,Bryan Bertino,"Alexandra Lydon, Todd Stashwick, Audrey Marie Anderson, Barak Hardley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ajin: Demi-Human,"A high school student discovers he is an Ajin, a demihuman being. He ends up a fugitive on the run because of his powers.",Katsuyuki Motohiro,"Mamoru Miyano, Takeru Satoh, Tetsuji Tamayama, Gô Ayano",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ghosts of Darkness,"Two paranormal investigators are unexpectedly thrown together in the hope of solving a 100 year mystery. Locked for three nights in a house with a dark and unsettling past, the two investigators must put their differences to one side and work together. Scepticism and showmanship are soon put to one side when the two investigators realise there is more at stake than just their professional ...",David Ryan Keith,"Michael Koltes, Paul Flannery, Steve Weston, Lisa Livingstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They're Watching,"The renovation of an old house in a village somewhere in Eastern Europe will bring the crew of an American home improvement TV show up against superstitions, misunderstandings and bloody violence.","Jay Lender, Micah Wright","Mia Marcon, Kris Lemche, David Alpay, Brigid Brannagh",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Avalanche Sharks,Avalanche Sharks tells the story of a bikini contest that turns into a horrifying affair when it is hit by a shark avalanche.,Scott Wheeler,"Alexander Mendeluk, Kate Nauta, Benjamin Easterday, Eric Scott Woods",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evolution,"The only residents of young Nicholas seaside town are women and boys. When he sees a corpse in the ocean one day, he begins to question his existence and surroundings. Why must he, and all the other boys, be hospitalised?",Lucile Hadzihalilovic,"Max Brebant, Roxane Duran, JulieMarie Parmentier, Mathieu Goldfeld",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Machhli Jal Ki Rani Hai,"Its not just a matter of one spirit, its a matter of multiple possessions in one body.",Debaloy Dey,"Swara Bhaskar, Reema Debnath, Saurabh Dubey, Hritu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula 3D,Asia Argento stars in horror legend Dario Argentos sexy spin on the classic tale about the sharptoothed count who craves human blood.,Dario Argento,"Thomas Kretschmann, Marta Gastini, Asia Argento, Unax Ugalde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Final,A group of high school outcasts get revenge on the students that torment them.,Joey Stewart,"Marc Donato, Jascha Washington, Whitney Hoy, Justin Arnold",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last Heist,A bank Robbery goes terribly wrong when one of the hostages turns out to be a wanted serial killer,Mike Mendez,"Henry Rollins, Torrance Coombs, Victoria Pratt, Mykel Shannon Jenkins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Blood Lands,"Its Ed and Sarahs first night at their new home  an isolated farmhouse on the Scottish borders. This should be a new beginning away from their stressful London lives. And at first it is; come sunset they fall in love all over again on a wander in the woods. But as darkness falls, Sarah suspects theyre not alone, Ed goes to investigate and quickly, the evening becomes a nightmare. It suddenly ...",Simeon Halligan,"Pollyanna McIntosh, Lee Williams, Joanne Mitchell, Garth Maunders",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
It Came from the Desert,"A pulpy, action monster movie, inspired by Cinemawares cult 1980s video game ""It Came from the Desert"". A nostalgic tribute to creature features from the 1950s, It Came From The Desert features rival motocross heroes and heroines, kegger parties in the desert, secret underground military bases, romantic insecurities...and of course giant ants.",Marko Mäkilaakso,"Mark Arnold, Vanessa Grasse, Claudia Trujillo, Harry Lister Smith",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of Something Strange,"Teenage friends out for beach week get unexpectedly detoured to a isolated motel where a deadly STD virus now runs rampant, turning those infected into the living dead.",Jonathan Straiton,"Trey Harrison, Rebecca C Kasek, Wayne W Johnson, Michael Merchant",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens: Zone of Silence,"After her brother mysteriously vanishes from the Mexican desert, a young woman sets out to uncover the otherworldly truth about his disappearance.",Andy Fowler,"Sarah Hester, Peter Gesswein, Jed Maheu, Vince Tula",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Some Kind of Hate,"A bullied teenager is sent to a reform school where he accidentally summons the spirit of a girl, herself a victim of bullying, who takes vengeance on his tormentors.",Adam Egypt Mortimer,"Andrew Bryniarski, Justin Prentice, Ronen Rubinstein, Matt Beene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strippers vs Werewolves,"When werewolf chief Jack Ferris is accidentally killed in a strip club, the girls who work there have until the next full moon before his bloodthirsty wolfpack seek murderous retribution.",Jonathan Glendening,"Adele Silva, Martin Compston, Billy Murray, Ali Bastian",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Camp,Four American counsellors at a European summer camp must deal with the outbreak of a rageinducing plague that starts in the animals.,Alberto Marini,"Diego Boneta, Jocelin Donahue, Maiara Walsh, Andrés Velencoso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Shack,"While staying at a rundown cabin in the woods during the weekend, three children must save their parents from the neighbor who intends to feed them to her undead family.",Peter Ricq,"Cameron Andres, Lizzie Boys, Hannah Rochelle Burr, Lauren Holly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Punch,A young man is lured into a dangerous love triangle that begins to take a series of shocking and grisly supernatural turns.,Madellaine Paxson,"Milo Cawthorne, Olivia Tennet, David Whaley, Bloss Flores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Death Do Us Part,"Kennedy Jamieson, a wealthy socialite, has waited her whole life to have the perfect wedding. Engaged to the charming Ryan Harris, the young couple is just a week away from the big day but hasnt had a chance to celebrate their respective bachelor/bachelorette parties. Ryans best man Chet books a remote cabin in the woods to throw them a Jack and Jill stag that theyll never forget. Out in the...",Nicholas Humphries,"Julia Benson, Peter Benson, Emilie Ullerup, Christine Chatelain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aftermath,"Thanks to a devastating nuclear war, a group of people find themselves crammed in together in a shelter in rural Texas, struggling to cope with radiation poisoning, grief and claustrophobia.",Péter Engert,"CJ Thomason, Monica Keena, Edward Furlong, Andre Royo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Minutes Past Midnight,"As midnight falls, all manner of terror invades the Earth. Demons, cannibals, killers, ghosts and monsters swarm the world in these tales of the supernatural, the fantastic, and the just plain horrific. Featuring nine stories of horror.","Robert Boocheck, Lee Cronin, Francisco Sonic Kim","Jason Flemyng, Barbara Steele, Mika Boorem, Owen McDonnell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dark Signal,The spirit of a murdered girl returns with a message for the staff of a local radio station.,Edward EversSwindell,"Siwan Morris, Gareth DavidLloyd, Joanna Ignaczewska, Duncan Pow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
I Had a Bloody Good Time at House Harker,Its been generations since the Harkers greatgreat grandfather killed Count Dracula. Now the Harker brothers and their best friend Ned are a town joke  until a real vampire turns up.,Clayton Cogswell,"Derek Haugen, Jacob Givens, Noel Carroll, Whitney Moore",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wtf!,"Three years ago, twentytwo year old ""girlnext door"" Rachel barely survived a brutal massacre that left all of her friends murdered. Time has passed, and Rachel has moved on, but unfortunately her close friends are spending Spring Break in a secluded house in the woods, and they have cordially invited her to join. She would never have accepted the invitation if she realized that another ...",Peter Herro,"Callie Ott, Nicholas James Reilly, Andrea Hunt, Benjamin Norris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suburban Gothic,"Cityboy Raymond returns to his hometown and finds a vengeful ghost is terrorizing his house. Therefore, this manchild recruits Becca, a badass local bartender, to solve the mystery of the spirit threatening peoples lives.",Richard Bates Jr,"Matthew Gray Gubler, Kat Dennings, Ray Wise, Barbara Niven",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultrygeist: Night of the Chicken Dead,Zombified chickens attempt to kill the fastfood workers that cook them in a restaurant built on an ancient burial ground.,Lloyd Kaufman,"Jason Yachanin, Kate Graham, Allyson Sereboff, Robin L Watkins",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Halloween Pussy Trap Kill Kill,"Members of the allgirl punk rock band ""Kill, Pussy, Kill!"" must fight for their lives and attempt to outwit an unknown assailant after finding themselves trapped in a madmans maze.",Jared Cohn,"Richard Grieco, Sara Malakul Lane, Margaret OBrien, Dave Mustaine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdemic 2: The Resurrection,"A platoon of eagles and vultures attack Hollywood, California. Why did the eagles and vultures attack? Who will survive?",James Nguyen,"Alan Bagh, Whitney Moore, Thomas Favaloro, Chelsea Turnbo",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Farm,"In an effort to do something different, four friends head into Australias outback to explore Charlies Farm, the site where a violent family met their end at the hands of an angry mob. Despite all warnings, they persist in their horrorseeking adventure.",Chris Sun,"Tara Reid, Kane Hodder, Bill Moseley, Nathan Jones",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bunny Game,A prostitute looking for her next meal hitches a ride with a trucker that leaves her praying for her next breath.,Adam Rehmeier,"Rodleen Getsic, Jeff F Renfro, Drettie Page, Coriander Womack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Hike Alone,"A hikers survival skills are put to the test, when he stumbles upon the remains of an old abandoned camp and discovers its long dark secrets.",Vincente DiSanti,"Drew Leighty, Vincente DiSanti, Katie Schwartz, Robert DuBois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
When Animals Dream,"16year old Marie lives on a small island with her seriously ill mother and her father, who takes care of the family. But suddenly mysterious deaths happen and Marie can feel something strange happening to her body.",Jonas Alexander Arnby,"Sonia Suhl, Lars Mikkelsen, Sonja Richter, Jakob Oftebro",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Intruder,"During one of Oregons most violent storms, a young cellist seeks solitude and comfort in the safety of her large apartment, but soon realizes she might not be home alone.",Travis Zariwny,"Louise Linton, John Robinson, Moby, Zach Myers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Krampus: The Christmas Devil,"Jeremy, a local police officer leads a life of a confusing past, spending his current time searching for his kidnapper as a child. After other children begin missing, Jeremy pieces together the truth and realizes that his childhood kidnapper could be a creature of ancient yuletide lore, Krampus, who is the brother of St. Nick, and punisher of children who perform acts of unspeakable evil without ...",Jason Hull,"Jay Dobyns, Paul Ferm, Andrew Ferrick, Darin Foltz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dead 7,"A postapocalyptic Western that follows a group of gunslingers as they look to rid a small town of a zombie plague. Starring Nick Carter, Carrie Keagan, Joey Fatone and AJ McLean.",Danny Roew,"Nick Carter, Carrie Keagan, Joey Fatone, Jeff Timmons",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Terror of Hallow's Eve,"After a fifteenyearold is brutally beaten up by High School bullies, his wish for revenge unknowingly unleashes the Terror of Halloween.",Todd Tucker,"Caleb Thomas, Sarah Lancaster, Annie Read, JT Neal",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Keeping Hours,"10 years after the death of their son, a divorced couple is suddenly reunited by supernatural events that offer them a chance at forgiveness.",Karen Moncrieff,"Lee Pace, Amy Smart, Carrie Coon, Molly Hagan",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Terrifier,"A maniacal clown named Art, terrorizes three young women on Halloween night and everyone else who stands in his way.",Damien Leone,"Jenna Kanell, Catherine Corcoran, Margaret Reed, Katie Maguire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sublet,"The Sublet is a suspense driven psychological thriller about Joanna, a new mom coping with her baby alone in an odd sublet apartment. As her husband neglects her to focus on his career, Joanna questions her sanity as she discovers a violent past to the apartment and suspects that the building may be haunted.",John Ainslie,"Tianna Nori, Mark Matechuk, Krista Madison, Porter Randell",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Exists,A group of friends who venture into the remote Texas woods for a party weekend find themselves stalked by Bigfoot.,Eduardo Sánchez,"Samuel Davis, Dora Madison, Roger Edwards, Chris Osborn",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCs of Death 2,Another 26chapter anthology that showcases death in all its vicious wonder and brutal beauty.,"Rodney Ascher, Julian Barratt, Robert Boocheck","Eric Jacobus, Andy Nyman, Simon Barrett, Teela Cull",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come Back to Me,"Sarah and Josh are married suburbanites. After a car accident, Sarah suffers blackouts. As her life spirals she hides a camera in her home and unlocks a horrific secret with farreaching consequences.",Paul Leyden,"Jon Abrahams, Andrew Beckham, Jeanette Branch, Caroline Clements",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Childish Games,"The teachers Daniel and Laura work at the same school and live together. Laura wants to have a baby, but her gynecologist has just informed that she cannot have children. One day, a weird man named Mario meets Daniel at school and asks him to visit his daughter Julia to help him but Daniel tells that she should go to the doctor to seek for help. A couple of days later, Mario commits suicide and ...",Antonio Chavarrías,"Juan Diego Botto, Bárbara Lennie, Mágica Pérez, Marc Rodríguez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blood Feast,"Fuad Ramses and his family have moved from the United States to France, where they run an American diner. Since business is not going too well, Fuad also works night shifts in a museum of ancient Egyptian culture. During these long, lonely nights he is repeatedly drawn to a statue representing the seductive ancient goddess ISHTAR. He becomes more and more allured by the goddess as she speaks to ...",Marcel Walz,"Robert Rusler, Caroline Williams, Sophie Monk, Sadie Katz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorned,A romantic weekend turns horrific and sadistic when Sadie discovers her boyfriend is having an affair with her best friend.,Mark Jones,"Billy Zane, AnnaLynne McCord, Viva Bianca, Doug Drucker",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Strip Club Massacre,A young woman starting a new life is forced to take extreme measures against those around her after things go violently awry.,Bob Clark,"Alicia Watson, Erin Brown, Courtney Riggs, Mark Law",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Boy,An intimate portrait of a 9yearold sociopaths growing fascination with death.,Craig William Macneill,"David Morse, Jared Breeze, Rainn Wilson, Bill Sage",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiss of the Damned,"The vampire Djuna resists the advances of Paolo, but soon gives in to their passion. When her troublemaking sister unexpectedly comes to visit, Djunas love is threatened, and the whole vampire community becomes endangered.",Xan Cassavetes,"Joséphine de La Baume, Roxane Mesquida, Milo Ventimiglia, Caitlin Keats",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
[REC] 3: Genesis,A couples wedding day turns horrific as some of the guests start showing signs of a strange illness.,Paco Plaza,"Leticia Dolera, Diego Martín, Ismael Martínez, Àlex Monner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Bride,The unusual practice of photographing dead relatives during mid1800s rural Russia will link a Philology student with her husbands abysmal family history.,Svyatoslav Podgaevskiy,"Victoria Agalakova, Vyacheslav Chepurchenko, Aleksandra Rebenok, Igor Khripunov",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jeruzalem,"When a couple of American young adults fly to Israel to visit the city of Jerusalem, a biblical nightmare falls upon the city","Doron Paz, Yoav Paz","Yael Grobglas, Yon Tumarkin, Danielle Jadelyn, Tom Graziani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bed of the Dead,"Four twentysomethings find themselves stuck on a haunted antique bed where leaving means suffering a gruesome death. Plagued with frightening hallucinations, they must figure out the beds secrets before they are ultimately picked off one by one.",Jeff Maher,"Colin Price, Alysa King, Gwenlyn Cumyn, Dennis Andres",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hive,A young man suffering from amnesia must dig deep into the far reaches of his mind to remember who he is and save the love of his life before a virus that has infected him takes over.,David Yarovesky,"Gabriel Basso, Sean Gunn, Kathryn Prescott, Gabrielle Walsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nosferatu,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutters wife.,David Lee Fisher,"Doug Jones, Sarah Carter, Joely Fisher, Jack Turner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blackburn Asylum,A forest fire and rockslide trap five bickering college friends in a small Alaskan ghost town with a horrifying history. When they seek refuge inside the torched ruins of Blackburn Asylum they must fight to survive as the angry inhabitants slaughter the friends onebyone.,Lauro Chartrand,"Sarah Lind, Zack Peladeau, Emilie Ullerup, Calum Worthy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peelers,"A small town strip club owner must defend her bar, her strippers and her life when violent infected patrons show up on the final closing night and all hell breaks loose.",Sevé Schelenz,"Wren Walker, Caz Odin Darko, Madison J Loos, Cameron Dent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnage Park,"After botching an illconceived bank robbery in a desolate California town, two wannabe crooks flee the scene with a hostage and lead the local lawmen on a dangerous highspeed chase.",Mickey Keating,"Ashley Bell, Pat Healy, James Landry Hébert, Michael Villar",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Harvest,A couple who keeps their sick son in a secluded environment find their controlled lives challenged by a young girl who moves in next door.,John McNaughton,"Samantha Morton, Michael Shannon, Natasha Calis, Charlie Tahan",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Journey to the West,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.","Stephen Chow, Chikin Kwok","Zhang Wen, Qi Shu, Bo Huang, Show Lo",1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Dead Story,"A young couple move into their dream house, only to find out they are not alone.",Suneel Tripuraneni,"Kelsey Deanne, Chase Austin, Melissa Alouf, Jay Bowles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honeymoon,What are you willing to do for love?,Diego Cohen,"Hector Kotsifakis, Paulina Ahmed, Alberto Agnesi, Dunia Alexandra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All Cheerleaders Die,"A rebel girl signs up a group of cheerleaders to help her take down the captain of their high school football team, but a supernatural turn of events thrusts the girls into a different battle.","Lucky McKee, Chris Sivertson","Sidney Allison, Charon R Arnold, Shay Astar, Sam Bean",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dead Snow 2: Red vs. Dead,"Still on the run from a group of Nazi zombies, a man seeks the aid of a group of American zombie enthusiasts, and discovers new techniques for fighting the zombies.",Tommy Wirkola,"Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
